,id,usuario_id,curp,nombres,apellido_paterno,apellido_materno,fecha_nacimiento,genero,nacionalidad,talla_playera,talla_pantalon,talla_calzado,peso,estatura,banco,nivel_estudios,nivel_estudios_deseado,experiencia_ciencia,experiencia_arte,interes_desarrollo_comunitario,razones_interes,profesion_interes,interes_incorporacion,codigo_postal,estado,colonia,municipio,localidad,calle,numero_exterior,numero_interior,estado_deseado,municipio_deseado,certificado,identificacion,estado_cuenta
2802,2803,2809,VILM8858S39UHFL5,Héctor,Castillo,Hernández,1965-09-14,O,Cubano,S,XL,24,116.36,2.00,Inbursa,Licenciatura,Licenciatura,Biología,Ninguna,False,Razón 5,Profesión 4,Interés 2,42883,Hidalgo,La Montaña,Tepezalá,Rincón de Romos,Gómez Farías,958,49,Morelos,Tepezalá,/,/,/
2803,2804,2810,MEGV2945W53ELHQ2,Dora,Álvarez,Cisneros,1987-01-15,M,Estadounidense,L,XS,30,59.26,2.00,Inbursa,Preparatoria,Preparatoria,Física,Literatura,False,Razón 5,Profesión 1,Interés 3,20176,Aguascalientes,La Soledad,Cosío,Cosío,Morelos,839,40,Aguascalientes,Pabellón de Arteaga,/,/,/
2804,2805,2811,QASD1106N20ILHV1,Miguel,Herrera,Aguirre,1999-09-25,F,Guatemalteco,M,M,29,106.32,2.00,Banorte,Primaria,Primaria,Ninguna,Ninguna,True,Razón 4,Profesión 4,Interés 5,69690,Oaxaca,San José,Cosío,Asientos,Cruz,956,59,Sonora,Calvillo,/,/,/
2805,2806,2812,BUGM2628Y44EGPJ1,Rubén,Mata,Esparza,1977-08-04,O,Boliviana,M,L,30,57.62,2.00,Banorte,Primaria,Primaria,Biología,Música,True,Razón 3,Profesión 5,Interés 5,28809,Colima,La Cruz,Asientos,Asientos,Cruz,943,65,Oaxaca,Calvillo,/,/,/
2806,2807,2813,JOXG2944F63EYWQ3,Verónica,Castillo,Morales,1991-07-14,F,Brasileño,XXL,XXL,32,92.67,2.00,Inbursa,Secundaria,Secundaria,Física,Teatro,False,Razón 3,Profesión 4,Interés 4,45741,Jalisco,San Pedro,Calvillo,Cosío,Gómez,436,33,Sonora,Calvillo,/,/,/
2807,2808,2814,GUSX2857H90EGJS9,Rosa,Cuevas,Fernández,1961-09-28,O,Guatemalteco,XS,M,34,91.89,2.00,Inbursa,Secundaria,Secundaria,Física,Ninguna,True,Razón 2,Profesión 1,Interés 3,82966,Sinaloa,La Fe,Cosío,San José de Gracia,León,776,59,Hidalgo,San José de Gracia,/,/,/
2808,2809,2815,GIXY8520D01ACNN8,Rosa,Herrera,Cárdenas,1973-12-28,M,Beliceño,XXL,S,33,118.66,2.00,Banco del Bajío,Primaria,Primaria,Ninguna,Teatro,True,Razón 1,Profesión 3,Interés 4,63154,Nayarit,San Antonio,Cosío,Pabellón de Arteaga,Aguilar,974,29,Guerrero,Calvillo,/,/,/
2809,2810,2816,GESM8638D37ACMC5,Oscar,Castillo,Salazar,1994-07-18,M,Cubana,XXL,XL,32,86.33,2.00,HSBC,Preparatoria,Preparatoria,Biología,Artes Plásticas,True,Razón 1,Profesión 3,Interés 3,45984,Jalisco,San Antonio,Jesús María,Tepezalá,Silva,823,90,Chiapas,Asientos,/,/,/
2810,2811,2817,JALK7037Y80UMLJ1,Héctor,Ruiz,Díaz,1970-04-21,M,Dominiqués,XL,M,23,60.42,2.00,Banco del Bajío,Preparatoria,Preparatoria,Física,Artes Plásticas,False,Razón 2,Profesión 3,Interés 4,99844,Zacatecas,San José,Calvillo,Jesús María,Morelos,741,48,Campeche,Tepezalá,/,/,/
2811,2812,2818,QARX2784D90OTSW0,Diana,Guzmán,Hernández,1987-01-28,F,Peruano,S,XXL,29,103.43,2.00,BanCoppel,Primaria,Primaria,Física,Ninguna,False,Razón 1,Profesión 3,Interés 1,20109,Aguascalientes,La Cañada,Ensenada,Jesús María,Cruz,539,96,CDMX,El Llano,/,/,/
2812,2813,2819,BAPJ2058X94UKFT4,Gloria,Cisneros,Rosas,1966-09-14,F,Paraguaya,S,L,34,115.56,2.00,Inbursa,Licenciatura,Licenciatura,Física,Literatura,False,Razón 2,Profesión 1,Interés 4,89251,Tamaulipas,La Cascada,Tepezalá,Tepezalá,Martínez,645,19,Nayarit,Cosío,/,/,/
2813,2814,2820,QUDM0018K17IHQJ2,Roberto,Ortiz,Salazar,1985-08-21,F,Surinamés,S,XXL,25,67.51,2.00,HSBC,Preparatoria,Preparatoria,Otro,Artes Plásticas,True,Razón 1,Profesión 2,Interés 4,62908,Morelos,La Montaña,Rincón de Romos,Rincón de Romos,Hernández,590,58,Guanajuato,Pabellón de Arteaga,/,/,/
2814,2815,2821,GILB7450Z14UKML6,Sofía,Aguayo,Cortés,1981-07-23,O,Santalucense,L,XL,27,110.77,2.00,Banco del Bajío,Preparatoria,Preparatoria,Física,Música,False,Razón 4,Profesión 4,Interés 2,61543,Michoacán,La Montaña,San José de Gracia,Jesús María,Silva,559,2,Tlaxcala,Tepezalá,/,/,/
2815,2816,2822,BAFG8859H28UHGZ6,Dora,Zamora,Navarro,1983-01-04,F,Española,S,XS,33,72.04,2.00,HSBC,Preparatoria,Preparatoria,Física,Artes Plásticas,False,Razón 4,Profesión 1,Interés 1,39998,Guerrero,La Playa,Aguascalientes,Aguascalientes,Rojas,628,3,Chiapas,El Llano,/,/,/
2816,2817,2823,ZAKJ9117F47UNRQ0,Cecilia,Pacheco,Bautista,1986-05-07,F,Española,XL,XS,27,89.64,2.00,Santander,Licenciatura,Licenciatura,Otro,Ninguna,True,Razón 4,Profesión 4,Interés 1,97288,Yucatán,La Colina,Tepezalá,Jesús María,Díaz,325,42,Zacatecas,Ensenada,/,/,/
2817,2818,2824,KARF3797M02UQMB5,Guadalupe,Salazar,Lara,1985-04-16,F,Venezolano,XXL,XXL,30,113.03,2.00,Banamex,Licenciatura,Licenciatura,Otro,Teatro,False,Razón 3,Profesión 5,Interés 4,23383,Baja California Sur,La Cascada,Ensenada,Jesús María,Carranza,332,39,Michoacan,Ensenada,/,/,/
2818,2819,2825,DUNV2346X49EFQN5,Jorge,Medina,Bautista,1972-06-19,M,Luciana,XS,M,29,74.06,2.00,BanCoppel,Secundaria,Secundaria,Biología,Teatro,False,Razón 1,Profesión 3,Interés 5,29054,Chiapas,San Antonio,El Llano,Calvillo,Martínez,330,90,Zacatecas,Tepezalá,/,/,/
2819,2820,2826,KOFG9344P60ADDN6,Laura,Villanueva,Cervantes,1963-06-17,M,Francesa,M,XL,30,114.57,2.00,Scotiabank,Licenciatura,Licenciatura,Biología,Teatro,False,Razón 5,Profesión 2,Interés 5,83317,Sonora,La Luz,Ensenada,Rincón de Romos,Sánchez,221,87,Sinaloa,Pabellón de Arteaga,/,/,/
2820,2821,2827,JOKB0887C51IJXH8,José,Valdés,Pérez,1979-01-26,O,Dominiqués,XL,M,28,115.86,2.00,Banorte,Preparatoria,Preparatoria,Ninguna,Teatro,False,Razón 4,Profesión 5,Interés 2,24327,Campeche,La Cascada,Calvillo,San José de Gracia,Jiménez,124,4,Zacatecas,Aguascalientes,/,/,/
2821,2822,2828,XAHB4430Q94USRK2,Teresa,Vega,Gallardo,1975-08-09,F,Chilena,XS,S,30,116.77,2.00,BanCoppel,Primaria,Primaria,Biología,Literatura,True,Razón 1,Profesión 5,Interés 2,20599,Aguascalientes,La Paz,Calvillo,Cosío,Flores,569,80,Oaxaca,Pabellón de Arteaga,/,/,/
2822,2823,2829,MACR4612H24OZCL1,Martha,Hernández,Cuevas,1977-09-25,M,Boliviano,XXL,L,24,87.08,2.00,HSBC,Preparatoria,Preparatoria,Química,Literatura,True,Razón 4,Profesión 5,Interés 3,62436,Morelos,La Huerta,Calvillo,Cosío,Santos,567,66,Coahuila,Ensenada,/,/,/
2823,2824,2830,FAWH2409T33UTLN9,Elena,Montes,Vega,1974-05-19,O,Antiguano,M,XS,28,80.39,2.00,Scotiabank,Licenciatura,Licenciatura,Biología,Artes Plásticas,False,Razón 4,Profesión 2,Interés 1,63230,Nayarit,La Huerta,Tepezalá,Aguascalientes,Hernández,241,82,Mexico,El Llano,/,/,/
2824,2825,2831,XENZ3712J20IQDM1,Leticia,Cárdenas,Valdés,1999-06-22,M,Costarricense,XL,S,28,88.00,2.00,Scotiabank,Secundaria,Secundaria,Ninguna,Artes Plásticas,False,Razón 5,Profesión 5,Interés 1,45839,Jalisco,La Luz,Asientos,El Llano,Sánchez,916,79,Chiapas,El Llano,/,/,/
2825,2826,2832,MUVR6145Q27ACQP8,Rafael,Hernández,Valencia,2001-05-22,M,Italiana,XS,S,30,74.07,2.00,Banco del Bajío,Primaria,Primaria,Física,Artes Plásticas,False,Razón 1,Profesión 1,Interés 5,99270,Zacatecas,La Huerta,Rincón de Romos,Pabellón de Arteaga,Juárez,794,48,Sinaloa,Jesús María,/,/,/
2826,2827,2833,CURK7915V01AYTR4,Norma,Castañeda,Salazar,1981-04-24,M,Hondureña,M,L,27,101.89,2.00,Banamex,Secundaria,Secundaria,Física,Música,True,Razón 1,Profesión 3,Interés 4,90283,Tlaxcala,La Isla,Jesús María,Rincón de Romos,Sánchez,587,29,Mexico,Calvillo,/,/,/
2827,2828,2834,COQB1647V23AVRQ1,Diana,Aguilar,Valdés,1976-05-19,O,Barbadense,L,L,33,104.71,2.00,Banamex,Preparatoria,Preparatoria,Otro,Música,True,Razón 3,Profesión 1,Interés 1,98894,Zacatecas,San Pedro,Tepezalá,Asientos,Vázquez,954,32,Jalisco,El Llano,/,/,/
2828,2829,2835,KEBZ5445N85OPLB0,Juan,Aguilar,Mata,1972-07-11,M,Brasileño,L,XL,23,91.18,2.00,Inbursa,Preparatoria,Preparatoria,Biología,Teatro,False,Razón 1,Profesión 4,Interés 3,87439,Tamaulipas,La Cumbre,El Llano,Tepezalá,Juárez,460,60,Chiapas,Calvillo,/,/,/
2829,2830,2836,FEKD6282N15UFXB6,Juan,Morales,Rosas,1990-03-02,F,Colombiano,XS,M,22,71.86,2.00,Banco Azteca,Licenciatura,Licenciatura,Química,Literatura,False,Razón 5,Profesión 1,Interés 5,33076,Chihuahua,Santa María,Asientos,Pabellón de Arteaga,Revolución,133,1,San Luis Potosí,Cosío,/,/,/
2830,2831,2837,WIFT1349F39UFSR9,Armando,Castañeda,Castillo,1974-09-09,O,Salvadoreña,S,S,34,63.50,2.00,Banorte,Primaria,Primaria,Física,Artes Plásticas,True,Razón 1,Profesión 5,Interés 4,33065,Chihuahua,La Estrella,San José de Gracia,Calvillo,Álvarez,431,41,Yucatan,Rincón de Romos,/,/,/
2831,2832,2838,FUFG9292W30EKSL9,Arturo,Sosa,Álvarez,1999-04-18,M,Italiana,M,S,31,111.50,2.00,Banco Azteca,Preparatoria,Preparatoria,Química,Literatura,False,Razón 3,Profesión 5,Interés 5,27978,Coahuila,La Cañada,El Llano,Aguascalientes,Cruz,300,79,Sonora,Asientos,/,/,/
2832,2833,2839,SIWB9196M59EPFS4,Irma,Juárez,Silva,1969-12-06,F,Antiguana,XL,L,25,57.00,2.00,Santander,Primaria,Primaria,Biología,Música,True,Razón 2,Profesión 2,Interés 1,35930,Durango,La Gloria,San José de Gracia,San José de Gracia,Ruiz,52,54,Guerrero,Tepezalá,/,/,/
2833,2834,2840,VATR5907X30OYCT7,Javier,Montes,Lara,1987-07-04,O,Canadiense,XL,XS,23,99.42,2.00,Inbursa,Preparatoria,Preparatoria,Otro,Teatro,True,Razón 4,Profesión 1,Interés 1,36559,Guanajuato,La Libertad,Rincón de Romos,San José de Gracia,Rivera,746,6,Campeche,Ensenada,/,/,/
2834,2835,2841,VAQJ6678S41ECVF7,Roberto,Sosa,Cisneros,1984-01-13,F,Francesa,XL,L,35,85.05,2.00,Banco Azteca,Secundaria,Secundaria,Ninguna,Música,False,Razón 1,Profesión 2,Interés 2,63203,Nayarit,La Soledad,El Llano,El Llano,Revolución,377,84,Querétaro,Aguascalientes,/,/,/
2835,2836,2842,SOFN2245Z23UNTK1,Martha,Lugo,Cuevas,1978-03-16,F,Barbadense,XL,XXL,29,106.68,2.00,Banco del Bajío,Licenciatura,Licenciatura,Otro,Artes Plásticas,False,Razón 4,Profesión 2,Interés 5,36688,Guanajuato,Centro,Rincón de Romos,Rincón de Romos,Hernández,855,96,Guanajuato,Pabellón de Arteaga,/,/,/
2836,2837,2843,WILR9739B31IKCT4,Francisco,Villalobos,Aguayo,2001-03-09,F,Santalucense,XL,XL,34,116.78,2.00,Inbursa,Preparatoria,Preparatoria,Biología,Artes Plásticas,False,Razón 3,Profesión 5,Interés 3,20299,Aguascalientes,La Joya,Pabellón de Arteaga,San José de Gracia,Díaz,579,33,Sonora,Rincón de Romos,/,/,/
2837,2838,2844,XUYF9073B10ORVK6,Silvia,Esparza,Álvarez,1969-04-25,O,Panameña,S,S,34,73.27,2.00,BanCoppel,Preparatoria,Preparatoria,Biología,Artes Plásticas,True,Razón 4,Profesión 1,Interés 5,98857,Zacatecas,La Libertad,Calvillo,Calvillo,Flores,784,26,Morelos,Tepezalá,/,/,/
2838,2839,2845,WADK2087V33EGHL6,Eduardo,Morales,Valdés,1996-12-02,M,Panameña,XS,L,26,83.05,2.00,BBVA,Primaria,Primaria,Biología,Teatro,False,Razón 2,Profesión 2,Interés 2,19141,Ciudad de México,La Cruz,Pabellón de Arteaga,Asientos,Morelos,818,56,Guerrero,Pabellón de Arteaga,/,/,/
2839,2840,2846,QIZC0294R36ISJF6,Ernesto,Vargas,Ramírez,1991-07-21,M,Boliviano,L,XL,33,40.33,2.00,HSBC,Licenciatura,Licenciatura,Física,Artes Plásticas,True,Razón 2,Profesión 4,Interés 5,39274,Guerrero,La Montaña,El Llano,Cosío,Aguirre,358,44,Puebla,Asientos,/,/,/
2840,2841,2847,YIFF5322K95EXRQ5,Raúl,Flores,Valencia,1993-03-20,M,Brasileña,XXL,M,28,69.29,2.00,BBVA,Secundaria,Secundaria,Ninguna,Artes Plásticas,False,Razón 4,Profesión 5,Interés 2,98760,Zacatecas,La Joya,Rincón de Romos,Calvillo,Sánchez,516,14,Puebla,San José de Gracia,/,/,/
2841,2842,2848,QEJS5454B91UPGM2,Yolanda,Guzmán,Pacheco,1989-03-13,F,Costarricense,XS,M,22,106.66,2.00,Scotiabank,Licenciatura,Licenciatura,Ninguna,Ninguna,True,Razón 5,Profesión 2,Interés 3,89896,Tamaulipas,La Luz,El Llano,Asientos,Herrera,358,78,Querétaro,Asientos,/,/,/
2842,2843,2849,GOCV0576S02EGBL7,Sofía,Lara,Sánchez,1968-02-14,O,Cubano,S,XXL,30,47.51,2.00,Banco del Bajío,Primaria,Primaria,Física,Música,False,Razón 2,Profesión 3,Interés 1,36753,Guanajuato,La Esperanza,Rincón de Romos,Cosío,Gómez Farías,941,96,Nuevo León,Jesús María,/,/,/
2843,2844,2850,KUHX6494G92OGPH5,Gerardo,Hernández,Aguilar,2003-12-06,M,Peruano,L,M,35,51.23,2.00,Inbursa,Primaria,Primaria,Física,Música,True,Razón 1,Profesión 3,Interés 5,23745,Baja California Sur,La Cumbre,Tepezalá,Tepezalá,Sánchez,809,95,Yucatan,Jesús María,/,/,/
2844,2845,2851,YUGX4561R80AFZP7,Rafael,Pacheco,Castañeda,1984-05-04,F,Dominicano,M,XXL,32,95.04,2.00,Banco Azteca,Secundaria,Secundaria,Ninguna,Ninguna,False,Razón 3,Profesión 2,Interés 1,50312,Estado de México,San Pedro,Tepezalá,Asientos,Madero,364,56,Puebla,Ensenada,/,/,/
2845,2846,2852,VIRS5264D02URBT1,Javier,Torres,Villanueva,1979-04-14,M,Panameña,XXL,XXL,35,61.14,2.00,BanCoppel,Secundaria,Secundaria,Física,Teatro,True,Razón 4,Profesión 1,Interés 3,35662,Durango,La Rinconada,Ensenada,Pabellón de Arteaga,Revolución,836,42,Colima,Pabellón de Arteaga,/,/,/
2846,2847,2853,JOMD3457H91IZKN4,Guadalupe,Esparza,Pacheco,1980-12-02,F,Brasileña,XL,S,25,119.90,2.00,HSBC,Primaria,Primaria,Otro,Artes Plásticas,True,Razón 5,Profesión 3,Interés 4,28520,Colima,La Esperanza,El Llano,Tepezalá,Herrera,803,89,Guerrero,Aguascalientes,/,/,/
2847,2848,2854,CIHD0806F84OHVR5,Isabel,Díaz,Escobar,1995-05-06,M,Salvadoreño,M,XL,26,88.96,2.00,BanCoppel,Secundaria,Secundaria,Biología,Literatura,False,Razón 5,Profesión 5,Interés 1,37955,Guanajuato,Santa María,Calvillo,Cosío,Gómez,651,16,Quintana Roo,Cosío,/,/,/
2848,2849,2855,GAJP8849G87OMSV5,Patricia,Jiménez,Navarro,1998-12-14,M,Argentino,XXL,XS,28,100.96,2.00,BanCoppel,Secundaria,Secundaria,Física,Ninguna,False,Razón 1,Profesión 3,Interés 3,78087,San Luis Potosí,La Cumbre,Calvillo,Tepezalá,Rojas,603,27,Sonora,Asientos,/,/,/
2849,2850,2856,FAYX0953C17ERLV9,Mónica,Valenzuela,Montes,1998-07-21,O,Salvadoreña,XXL,XXL,30,40.19,2.00,Santander,Licenciatura,Licenciatura,Otro,Artes Plásticas,True,Razón 3,Profesión 1,Interés 4,62482,Morelos,La Marina,Tepezalá,Calvillo,Vázquez,258,83,Campeche,Asientos,/,/,/
2850,2851,2857,NEWX6977C13OPVT3,Erick,Flores,Cortés,1981-11-07,F,Paraguaya,XS,XS,22,75.31,2.00,HSBC,Secundaria,Secundaria,Física,Teatro,False,Razón 3,Profesión 4,Interés 1,81254,Sinaloa,La Palma,Asientos,Aguascalientes,Ortiz,377,29,Morelos,San José de Gracia,/,/,/
2851,2852,2858,VUKV0044L86OTXX3,Ángel,Castañeda,Rivera,1981-12-08,F,Sanmartinense,M,M,34,43.42,2.00,BanCoppel,Primaria,Primaria,Física,Ninguna,False,Razón 3,Profesión 1,Interés 3,24490,Campeche,San Antonio,San José de Gracia,Cosío,Carranza,647,87,Querétaro,El Llano,/,/,/
2852,2853,2859,HEYR9470T31ASHW3,Carmen,Cárdenas,Guzmán,1999-04-18,F,Canadiense,S,L,32,46.32,2.00,BanCoppel,Primaria,Primaria,Ninguna,Ninguna,True,Razón 3,Profesión 1,Interés 4,99699,Zacatecas,Centro,Calvillo,Jesús María,Cruz,81,17,Coahuila,Pabellón de Arteaga,/,/,/
2853,2854,2860,JUWB7650N78UNDJ1,Pedro,Fernández,Villarreal,1967-04-15,O,Uruguaya,XL,L,29,60.42,2.00,Banamex,Secundaria,Secundaria,Biología,Artes Plásticas,False,Razón 1,Profesión 2,Interés 5,28755,Colima,La Soledad,Aguascalientes,Aguascalientes,Gómez Farías,763,96,Tamaulipas,Calvillo,/,/,/
2854,2855,2861,KOJD0790P33EMVL5,Sofía,Cárdenas,Pacheco,1995-01-13,O,Dominicana,XL,L,31,41.54,2.00,Inbursa,Licenciatura,Licenciatura,Ninguna,Ninguna,True,Razón 4,Profesión 1,Interés 4,90435,Tlaxcala,San Antonio,Jesús María,Rincón de Romos,Díaz,366,87,Tamaulipas,Tepezalá,/,/,/
2855,2856,2862,WUSJ3626R64EBWP6,María,Sosa,Cervantes,1995-02-08,M,Guatemalteco,M,XL,26,69.79,2.00,Banorte,Licenciatura,Licenciatura,Biología,Teatro,False,Razón 4,Profesión 2,Interés 4,79852,San Luis Potosí,La Soledad,San José de Gracia,Rincón de Romos,Zaragoza,265,4,Guanajuato,San José de Gracia,/,/,/
2856,2857,2863,ZUSG1149B70OTNH5,Roberto,Reyes,Mata,1974-06-04,F,Venezolano,L,S,26,48.40,2.00,Banorte,Preparatoria,Preparatoria,Física,Música,False,Razón 5,Profesión 2,Interés 5,43604,Hidalgo,La Rinconada,San José de Gracia,San José de Gracia,Morelos,4,71,Guanajuato,Tepezalá,/,/,/
2857,2858,2864,LAGX3187H78IFRM6,Humberto,Aguayo,Rivera,1973-10-12,O,Estadounidense,XL,M,23,77.67,2.00,Santander,Preparatoria,Preparatoria,Física,Teatro,True,Razón 1,Profesión 5,Interés 2,90489,Tlaxcala,Centro,San José de Gracia,Pabellón de Arteaga,Sánchez,617,27,Veracruz,Aguascalientes,/,/,/
2858,2859,2865,PAQK1351P28UHTN4,Ana,Medina,León,1962-07-26,O,Peruana,XL,S,25,87.81,2.00,BBVA,Primaria,Primaria,Ninguna,Literatura,True,Razón 4,Profesión 3,Interés 1,52398,Estado de México,La Estrella,Rincón de Romos,Tepezalá,Pérez,370,89,Oaxaca,Aguascalientes,/,/,/
2859,2860,2866,FIQD2180B92OYPV5,Manuel,Cervantes,Fernández,1980-02-22,F,Santalucense,XS,M,29,78.99,2.00,Scotiabank,Primaria,Primaria,Física,Literatura,True,Razón 5,Profesión 4,Interés 3,77406,Quintana Roo,La Cruz,Jesús María,Aguascalientes,Sánchez,114,25,Veracruz,Cosío,/,/,/
2860,2861,2867,QUSN4475C12UDXR1,Erick,Montes,Villalobos,1988-06-19,F,Barbudense,XL,XS,33,47.06,2.00,BBVA,Primaria,Primaria,Otro,Música,False,Razón 5,Profesión 1,Interés 2,76729,Querétaro,Santa María,Cosío,Tepezalá,Silva,501,19,Querétaro,Tepezalá,/,/,/
2861,2862,2868,BIPR7457Z62UCZV8,Alejandro,Santos,Valenzuela,1961-01-27,F,Figueroense,M,M,23,73.92,2.00,HSBC,Preparatoria,Preparatoria,Biología,Música,True,Razón 4,Profesión 5,Interés 3,89832,Tamaulipas,San Miguel,Asientos,San José de Gracia,Ortiz,830,89,Hidalgo,Pabellón de Arteaga,/,/,/
2862,2863,2869,NONP2225M86AQVB2,Erick,Díaz,Villalobos,1990-02-03,O,Boliviano,L,XS,29,48.58,2.00,Banco del Bajío,Secundaria,Secundaria,Física,Literatura,True,Razón 3,Profesión 1,Interés 1,28813,Colima,La Fortuna,Rincón de Romos,Calvillo,Benito Juárez,586,85,Aguascalientes,Asientos,/,/,/
2863,2864,2870,BITD4279H97ALWJ8,Rosa María,Valenzuela,Salazar,1994-08-18,F,Santalucense,XL,XXL,32,43.76,2.00,BanCoppel,Licenciatura,Licenciatura,Biología,Teatro,False,Razón 1,Profesión 2,Interés 1,86352,Tabasco,Centro,Aguascalientes,San José de Gracia,Juárez,152,8,Nayarit,Pabellón de Arteaga,/,/,/
2864,2865,2871,MIXF9249M75IQJX4,Rosa,Zamora,Lara,1973-10-04,M,Boliviano,XS,XL,35,82.51,2.00,Banco del Bajío,Primaria,Primaria,Física,Artes Plásticas,True,Razón 1,Profesión 1,Interés 5,28801,Colima,La Fortuna,Jesús María,Asientos,Martínez,790,40,Aguascalientes,Asientos,/,/,/
2865,2866,2872,TORC9947V68ECMR4,José Luis,Valdés,Bautista,1999-03-04,F,Barbadense,XL,S,31,68.61,2.00,Banamex,Licenciatura,Licenciatura,Física,Literatura,False,Razón 1,Profesión 4,Interés 4,13971,Ciudad de México,La Loma,Calvillo,Jesús María,Juárez,212,22,Quintana Roo,Calvillo,/,/,/
2866,2867,2873,MAXG6769T87OXQZ3,Rafael,Vázquez,Castillo,1970-05-01,F,Alemana,L,S,24,62.93,2.00,Banco Azteca,Primaria,Primaria,Química,Música,True,Razón 1,Profesión 4,Interés 4,17999,Ciudad de México,La Sierra,Asientos,El Llano,Cortés,246,96,Sonora,Aguascalientes,/,/,/
2867,2868,2874,HEJW8055V16UKTX8,Martha,Reyes,Sosa,1992-07-24,F,Argentina,S,XS,31,101.38,2.00,Santander,Licenciatura,Licenciatura,Física,Música,False,Razón 2,Profesión 5,Interés 2,55999,Estado de México,Santa María,Aguascalientes,Pabellón de Arteaga,Álvarez,97,14,Tamaulipas,Jesús María,/,/,/
2868,2869,2875,NUSF7516V31AKZW3,Juan,Montes,Zamora,1977-11-11,O,Chilena,M,XXL,35,102.00,2.00,Santander,Primaria,Primaria,Química,Música,False,Razón 4,Profesión 2,Interés 5,42454,Hidalgo,La Paz,Rincón de Romos,Asientos,Gómez Farías,817,55,Michoacan,Ensenada,/,/,/
2869,2870,2876,NEDD5182Z11IYHB1,Verónica,Castillo,Aguayo,1998-09-10,O,Brasileño,M,XS,26,110.80,2.00,Santander,Primaria,Primaria,Biología,Ninguna,True,Razón 5,Profesión 1,Interés 3,97075,Yucatán,La Gloria,El Llano,Jesús María,Aguirre,26,45,Campeche,Jesús María,/,/,/
2870,2871,2877,BUGQ3523N14UVFX6,Salvador,Villanueva,Álvarez,1961-02-04,M,Italiana,S,M,30,116.78,2.00,Banco del Bajío,Primaria,Primaria,Física,Artes Plásticas,True,Razón 5,Profesión 1,Interés 5,29786,Chiapas,La Cruz,Aguascalientes,San José de Gracia,Vázquez,335,28,Mexico,El Llano,/,/,/
2871,2872,2878,VODV3468W55EHDW7,Teresa,Gómez,Cervantes,1962-02-11,O,Peruano,XS,S,31,93.21,2.00,Banamex,Primaria,Primaria,Otro,Música,True,Razón 3,Profesión 1,Interés 2,28471,Colima,La Marina,Aguascalientes,Cosío,Jiménez,328,4,Campeche,Cosío,/,/,/
2872,2873,2879,PAND8507V54EQNC6,Ernesto,Montes,Aguayo,1996-02-03,F,Luciana,L,XS,22,90.69,2.00,Scotiabank,Preparatoria,Preparatoria,Ninguna,Música,True,Razón 3,Profesión 2,Interés 4,70463,Oaxaca,La Rinconada,San José de Gracia,Tepezalá,Aguirre,451,43,Tabasco,Jesús María,/,/,/
2873,2874,2880,ZAMM9243C94UGNY5,Verónica,Carrillo,Salazar,1991-08-06,M,Surinamés,XXL,XS,28,73.31,2.00,Banco Azteca,Licenciatura,Licenciatura,Ninguna,Ninguna,False,Razón 3,Profesión 1,Interés 1,68102,Oaxaca,San Miguel,Calvillo,Rincón de Romos,Flores,258,16,Mexico,Jesús María,/,/,/
2874,2875,2881,MAXM6099H14UZHG4,Arturo,Guzmán,Vega,1991-01-19,O,Brasileña,XL,XL,26,91.89,2.00,BBVA,Secundaria,Secundaria,Física,Teatro,True,Razón 5,Profesión 5,Interés 2,24992,Campeche,La Cruz,El Llano,Calvillo,Ortiz,570,43,Chihuahua,El Llano,/,/,/
2875,2876,2882,CAKX4933T50UXDM9,Fernando,García,Villarreal,1997-12-23,M,Uruguaya,XL,L,33,117.77,2.00,BanCoppel,Secundaria,Secundaria,Química,Ninguna,True,Razón 5,Profesión 2,Interés 2,24894,Campeche,La Loma,Jesús María,Rincón de Romos,Santos,885,42,Coahuila,Asientos,/,/,/
2876,2877,2883,FIRC9977K33UWRV6,Verónica,Herrera,Pérez,1967-10-27,F,Panameño,XL,S,25,76.15,2.00,Santander,Primaria,Primaria,Química,Artes Plásticas,False,Razón 4,Profesión 4,Interés 1,30095,Chiapas,La Isla,El Llano,El Llano,Cruz,526,98,Nuevo León,San José de Gracia,/,/,/
2877,2878,2884,HOQN9853R95IDJQ7,Pedro,Gallardo,Cisneros,1967-02-23,M,Sanvicentino,XXL,XS,31,42.70,2.00,Banamex,Preparatoria,Preparatoria,Ninguna,Artes Plásticas,True,Razón 1,Profesión 2,Interés 2,33654,Chihuahua,La Huerta,Tepezalá,Aguascalientes,Benito Juárez,561,44,Oaxaca,Tepezalá,/,/,/
2878,2879,2885,FAFM1071P57ARJL5,Teresa,Gómez,López,1974-09-07,M,Nevisiano,XS,XS,23,64.29,2.00,Banco Azteca,Secundaria,Secundaria,Ninguna,Música,False,Razón 2,Profesión 1,Interés 4,42790,Hidalgo,La Estrella,Cosío,El Llano,León,417,1,Quintana Roo,Pabellón de Arteaga,/,/,/
2879,2880,2886,HOPR6262Y04AXGQ0,María,Martínez,Gallardo,1979-06-18,M,Barbadense,XS,XL,35,85.04,2.00,Banco del Bajío,Preparatoria,Preparatoria,Química,Ninguna,False,Razón 5,Profesión 5,Interés 2,26314,Coahuila,San Juan,Jesús María,Asientos,Hidalgo,560,48,Aguascalientes,El Llano,/,/,/
